geoarea,researcher,col_name,question,selection,region,subregion,sids,economy_sids,income_group_wb,survey,research, [FC], [HFC], [A], [PS], [FO], [CID], [RO], [MR], [CO], [CR], [GDL], [FR], [AR], [SP], [PT], [BD],research_tech,research_tech_clean,research_CID,research_org,research_org_clean
Albania,Baldwin,Q24_eDNA,Q24,No,Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Albania,Baldwin,Q24_navigation,Q24,No,Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Albania,Baldwin,Q24_o2,Q24,No,Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Albania,Baldwin,Q29_comments,Q29,"29e Tafaj, S. et al. (2020) ‘Whole-GeNome Sequences of Two NDM-1-Producing Pseudomonas aerugiNosa Strains Isolated in a Clinical Setting in Albania in 2018’, Microbiology Resource AnNouncements, 9(1). doi: 10.1128/mra.01291-19. ",Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Albania,Baldwin,Q29_sequencing,Q29,No,Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Albania,Baldwin,Q7_lab1,Q7,Albanian Centre for Marine Research [RO] [MR],Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Albania,Baldwin,Q7_lab2,Q7,University of Tirana,Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Albania,Baldwin,Q8_gov1,Q8,"Albanian Ministry of Environment, Forests and Water Administration [RO] [MR]",Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Albania,Baldwin,Q8_gov2,Q8,"The National Agency for Scientific Research, TechNology and InNovation (AKKSHI) [MR]",Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Albania,Baldwin,Q8_gov3,Q8,The National Agency of Natural Resources (AKBN) [MR],Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Albania,Baldwin,Q8_gov4,Q8,The National Agency of Protected Areas (AKZM) [MR],Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Albania,Baldwin,Q8_gov5,Q8,The National Environment Agency [MR],Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Albania,Baldwin,Q9_org1,Q9,HYDRA [MR],Europe,Southern Europe,,Developed,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,org,org
Albania,N/A,Q9_org1,Q9,Sharklab ADRIA: Center for marine and freshwater biology,Europe,Southern Europe,,Developed,Upper middle income,survey,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,org,org
Algeria,Sarti,notes,notes,"For example, it would be feasible to monitor the section between Toulon (France) and Oran (Algeria) using an AUV with a range of 500 km and a depth rating of 3000 m, accepting that a mid-way refuelling would be required on the island of Mallorca (Griffiths and Edwards, 2003)",Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q10_comments,Q10,,Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q10_mining,Q10,No [A],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q13_comments,Q13,12.a less than 12 m in length; number of vessels : 2 more than 12 m in length; number of vessels : 3 Source:https://www.ciesm.org/online/institutes/inst/Inst1.htm,Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q18_bruv,Q18,No [A],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q18_comments,Q18,18.a 130 to 250 m,Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q18_drifters,Q18,No [FC],Africa,Northern Africa,,Developing,Lower middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q18_hov,Q18,No [A],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q18_rov,Q18,No [FC],Africa,Northern Africa,,Developing,Lower middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q18_tow_sleds,Q18,No [A],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q24_comments,Q24,"24.a 1200 (m) parameters recorded along the water column using a Conductivity Temperature and Depth (CTD) probe are given in Table 1  Yes [FR] https://www.ciesm.org/online/institutes/inst/Inst1.htm 24.c North-east of Algeria using culture-dependent and culture-independent approaches Sequences of the V4 region of the 16S rRNA gene from environmental DNA extracted from sediment samples were analyzed and a set of isolates from water and sediment have been characterized by pheNotypic and molecular methods. 24.e Three stations, at the centre, east and west, were selected to collect five seawater samples for each water column reaching a maximum depth of 2000 m. 24.g  Seismic Profonde et Investigations Régionales en Algérie du Nord",Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q29_comments,Q29,"29.a The IT segment of Algeria’s ICT industry is well organized, with specialized distributors, integrators, and nationwide distribution channels that provide products, solutions, and services. Today, between 10 and 15 percent of all professional investments are IT investments. These investments, which present opportunities for U.S exporters, include but are Not limited to IT devices, servers, data centers, cloud computing, hardware, and software. In the IT Sector, the Algerian government is the largest buyer with its institutions and state-owned companies.",Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Algeria,Sarti,Q7_lab1,Q7,National School of Sciences of the Sea and Coastal Development (ENSSMAL) [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,survey,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Algeria,N/A,Q7_lab1,Q7,Centre nationale de recherche et de développement de la peche et d'aquaculture (CNRDPA),Africa,Northern Africa,,Developing,Lower middle income,survey,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Algeria,Sarti,Q7_lab2,Q7,Universite Badji Mokhtar Annaba [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Algeria,N/A,Q7_lab2,Q7,Universite djilali bounaama khemis miliana,Africa,Northern Africa,,Developing,Lower middle income,survey,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Algeria,Sarti,Q7_lab3,Q7,University Sénia of Oran [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Algeria,Sarti,Q7_lab4,Q7,Université des Sciences et de la TechNologie Houari Boumédiènne (USTHB) [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,survey,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Algeria,Sarti,Q7_lab5,Q7,Bejaia University [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
Algeria,Sarti,Q8_gov2,Q8,The National Observatory of the Environment and Sustainable Development (ONEDD) [RO] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Algeria,Sarti,Q8_gov2,Q8,Smithsonian Institute [FC] [PS],Africa,Northern Africa,,Developing,Lower middle income,,research,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,FALSE
Algeria,Sarti,Q8_gov3,Q8,The National Center for the Development of Biological Ressources (CNDRB) [RO] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Algeria,Sarti,Q8_gov4,Q8,Thematic Research Agency in Health and Earth Sciences (ATRST) [RO] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Algeria,Sarti,Q8_gov5,Q8,Institut des Sciences de la Mer et de l'Aménagement du Littoral (ISMAL) [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
Algeria,Sarti,Q9_org1,Q9,Laboratoire d'Etudes Maritimes [RO] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,org,org
Algeria,Sarti,Q9_org2,Q9,Marine Biology laboratory Fish laboratory (Houari Boumediene University of the Sciences and TechNology (USTHB) [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,org,org
Algeria,Sarti,Q9_org3,Q9,Ecole Nationale Supérieure Maritime (ENSM) [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,org,org
Algeria,Sarti,Q9_org4,Q9,L'Observatoire National de l'Environnement et du Développement Durable (ONEDD) [RO] [MR] [FR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,,org,org
Algeria,Sarti,Q9_org5,Q9,Ocean Data and Information Network for Africa (ODINAFRICA) [RO],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,org,org
American Samoa,Smith,notes,notes,Unincorporated territory of the United states,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q10_biotechnology,Q10,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q10_comments,Q10,"10c. long line fishing, purse seine.  atisanal found on aNother website https://aquadocs.org/bitstream/handle/1834/26503/mfr55213.pdf?sequence=1&isAllowed=y // 10a: baitfish community is the most prominent area in the aquaculture industry",Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q10_mining,Q10,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q10_offshore_oil,Q10,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q10_research,Q10,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q13_comments,Q13,12a. addittional research vessel https://oceanexplorer.Noaa.gov/okeaNos/explorations/ex1702/background/plan/welcome.html,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q13_navy,Q13,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q13_other,Q13,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q13_traditional,Q13,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q18_auv,Q18,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q18_bruv,Q18,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q18_comments,Q18,AV.4- max depth: 500m light- class ROV // AZ.4: SW // BA.4: SW,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q18_hov,Q18,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q24_comments,Q24,,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q24_eDNA,Q24,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q24_o2,Q24,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q24_water_sampling,Q24,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q29_comments,Q29,,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q29_data_viz,Q29,No,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
American Samoa,Smith,Q7_lab1,Q7,American Samoa Community College,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,lab,lab
American Samoa,Smith,Q8_gov1,Q8,National Marine Sanctuary of American Samoa,Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
American Samoa,Smith,Q8_gov2,Q8,American Samoa Department of Marine & Wildlife Resources Coral Reef Advisory Group (CRAG),Oceania,Polynesia,SIDS,SIDS,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,gov,gov
